SMILES,Structure,Species,MIC
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C([N+]([O-])=O)C=C4)N=N3)C(C=CC=C5)=C5S2)=C,"11b, R1=H,R2=4-NO2",S.aureus,50
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=CC=C4F)N=N3)C(C=CC=C5)=C5S2)=C1,"11c, R1=H,R2=2-F",S.aureus,12.5
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(O)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,"11d, R1=H,R2=4-OH",S.aureus,50
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,"11e, R1=H,R2=4-CN",S.aureus,6.25
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(OC)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,"11f, R1=H,R2=4-OMe",S.aureus,25
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(F)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,"11g, R1=H,R2=4-F",S.aureus,12.5
FC(C1=CC=C2C(N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1)(F)F,"11h, R1=CF3,R2=4-CN",S.aureus,12.5
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=NC=N5)=O)=C6)=C6S2)=C1,"14b, R1=H,R2=4-CN 苯甲基，X=N,Y=CH,Z=N",S.aureus,50
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=CN=C5)=O)=C6)=C6S2)=C1,"14c, R1=H,R2=4-CN 苯甲基，X=CH,Y=N,Z=CH",S.aureus,12.5
O=C(C1=CC=NC=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,"14d, R1=CF3,R2=4-CN 苯甲基，X=N,Y=CH,Z=CH",S.aureus,50
O=C(C1=CC=NC=N1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,"14e, R1=CF3,R2=4-CN 苯甲基，X=N,Y=CH,Z=N",S.aureus,50
O=C(C1=CC=CN=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,"14f, R1=CF3,R2=4-CN 苯甲基，X=CH,Y=N,Z=CH",S.aureus,50
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C([N+]([O-])=O)C=C5)=O)=C6)=C6S2)=C1,"14g, R1=H,R2=4-CN 苯甲基，R3=NO2",S.aureus,25
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C([H])C=C5)=O)=C6)=C6S2)=C1,"14h, R1=H,R2=4-CN 苯甲基，R3=H",S.aureus,12.5
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C(F)C=C5)=O)=C6)=C6S2)=C1,"14i, R1=H,R2=4-CN 苯甲基，R3=F",S.aureus,6.25
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C(C)C=C5)=O)=C6)=C6S2)=C1,"14j, R1=H,R2=4-CN 苯甲基，R3=CH3",S.aureus,25
O=C(C1=CC=C([N+]([O-])=O)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,"14k, R1=CF3,R2=4-CN 苯甲基，R3=NO2",S.aureus,25
O=C(C1=CC=C([H])C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,"14l, R1=CF3,R2=4-CN 苯甲基，R3=H",S.aureus,50
O=C(C1=CC=C(F)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,"14m, R1=CF3,R2=4-CN 苯甲基，R3=F",S.aureus,6.25
O=C(C1=CC=C(C)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,"14n, R1=CF3,R2=4-CN 苯甲基，R3=CH3",S.aureus,25
O=C(NCC[NH3+])C(N=N1)=CN1C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2,,S.aureus,16
O=C(NCC[NH3+])C(N=N1)=CN1C2=CC=C(OCCCCCCC)C=C2,,S.aureus,4
O=C(NCCNC(N)=[NH2+])C1=CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1,,S.aureus,8
O=C(NCCNC(N)=[NH2+])C1=CN(C2=CC=C(OCCCCCCC)C=C2)N=N1,,S.aureus,4
O=C(NCCNC(N)=[NH2+])C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1,,S.aureus,8
C/C(C1=CN(CC2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1)=N\NC(N)=[NH2+],,S.aureus,4
C/C(C1=CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1)=N\NC(N)=[NH2+],,S.aureus,4
FC(C=C(N1N=NC(COC2=CC=CC=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,25
FC(C=C(N1N=NC(COC2=CC=CC(Cl)=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,25
FC(C=C(N1N=NC(COC2=CC(Cl)=CC(Cl)=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,6.25
FC(C=C(N1N=NC(COC2=CC=C(Br)C=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,25
FC(C=C(N1N=NC(COC2=CC=CC=C2F)=C1)C=C3)=C3N4CCOCC4,,S.aureus,12.5
FC(C=C(N1N=NC(COC2=CC=C(F)C=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,3.12
FC(C=C(N1N=NC(COC2=CC=CC(C(F)(F)F)=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,12.5
FC(C=C(N1N=NC(COC2=CC=CC([N+]([O-])=O)=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,50
FC(C=C(N1N=NC(COC2=CC=CC3=C2C=CC=C3)=C1)C=C4)=C4N5CCOCC5,,S.aureus,50
FC(C=C(N1N=NC(CN2C(CSC3=C2C=CC=C3)=O)=C1)C=C4)=C4N5CCOCC5,,S.aureus,6.25
FC(C=C(N1N=NC(CN2CCS(C3=C2C=CC=C3)(=O)=O)=C1)C=C4)=C4N5CCOCC5,,S.aureus,1.56
FC(C=C(N1N=NC(CN2C(C=CC=C3)=C3SC4=C2C=CC=C4)=C1)C=C5)=C5N6CCOCC6,,S.aureus,12.5
FC(C=C(N1N=NC(CSC2=NC(C=CC=C3)=C3S2)=C1)C=C4)=C4N5CCOCC5,,S.aureus,50
FC(C=C(N1N=NC(COC(C2=CC(C=CC=C3)=C3N2)=O)=C1)C=C4)=C4N5CCOCC5,,S.aureus,25
FC(C=C(N1N=NC(COC2=CC=CC3=C2N=CC=C3)=C1)C=C4)=C4N5CCOCC5,,S.aureus,50
FC(C=C(N1N=NC(CN2C(COC3=C2C=CC(Br)=C3)=O)=C1)C=C4)=C4N5CCOCC5,,S.aureus,25
FC(C=C(N1N=NC(COC2=CC=C(C(C)=CC(O3)=O)C3=C2)=C1)C=C4)=C4N5CCOCC5,,S.aureus,25
FC(C=C(N1N=NC(COC2=CC(OC3=C2C=CC=C3)=O)=C1)C=C4)=C4N5CCOCC5,,S.aureus,50
FC(C=C(N1N=NC(CSC2=NC(C=CC=C3)=C3O2)=C1)C=C4)=C4N5CCOCC5,,S.aureus,25
O=C1C=C(OCC2=CN(C3=CC=CC=C3OC)N=N2)C4=C(O1)C=CC=C4,,S.aureus,200
O=C1C=C(OCC2=CN(C3=CC=C(F)C=C3)N=N2)C4=C(O1)C=CC=C4,,S.aureus,1600
O=C1C=C(NCC2=CN(C3=CC=CC([N+]([O-])=O)=C3)N=N2)C4=C(O1)C=CC=C4,,S.aureus,100
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=CC=CC=C4)=C3,7a R=H，R1=H,S.aureus,49.99
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,7b R=CH3  R1=H,S.aureus,50.13
CCC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,7c R=C2H5 R1=H,S.aureus,49.99
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3,7d R=C6H5 R1=H,S.aureus,24.99
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3,7e R1=H,S.aureus,24.99
FC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,7f R=F R1=H,S.aureus,49.99
ClC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,7g R=Cl R1=H,S.aureus,49.99
BrC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,7h R=Br R1=H,S.aureus,49.99
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=CC=C4)=C3)=O)CC2)C=C1,7i R=H R1=CH3,S.aureus,50.13
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=C(C)C=C4)CC3)=O)N=N2)C=C1,7j R=CH3  R1=CH3,S.aureus,49.99
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(CC)C=C4)=C3)=O)CC2)C=C1,7k R=C2H5 R1=CH3,S.aureus,48.87
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3)=O)CC2)C=C1,7l R=C6H5 R1=CH3,S.aureus,48.43
CC1=CC=C(C=C1)N2CCN(CC2)C(CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3)=O,7m R1-CH3,S.aureus,48.04
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(F)C=C4)=C3)=O)CC2)C=C1,7n R=F R1=CH3,S.aureus,24.85
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Cl)C=C4)=C3)=O)CC2)C=C1,7o R=Cl R1=CH3,S.aureus,48.98
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Br)C=C4)=C3)=O)CC2)C=C1,7p R=Br R1=CH3,S.aureus,22.3
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=CC=C4)=C3)=O)CC2)C=C1)[O-],7q R=H R1=NO2,S.aureus,49.53
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=C([N+]([O-])=O)C=C4)CC3)=O)N=N2)C=C1,7r R=CH3 R1=NO2,S.aureus,23.59
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(CC)C=C4)=C3)=O)CC2)C=C1)[O-],7s R=C2H5 R1=NO2,S.aureus,45.86
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3)=O)CC2)C=C1)[O-],7t R=C6H5 R1=NO2,S.aureus,40.53
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3)=O)CC2)C=C1)[O-],7u R1=NO2,S.aureus,43.36
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(F)C=C4)=C3)=O)CC2)C=C1)[O-],7v R=F R1=NO2,S.aureus,23.38
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Cl)C=C4)=C3)=O)CC2)C=C1)[O-],7w R=Cl R1=NO2,S.aureus,45.12
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Br)C=C4)=C3)=O)CC2)C=C1)[O-],7x R=Br R1=NO2,S.aureus,20.62
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC=C4C)N=N3,,S.aureus,200
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(C)=CC(C)=C4)N=N3,,S.aureus,100
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC(Cl)=C4)N=N3,,S.aureus,25
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(Cl)=CC(Cl)=C4)N=N3,,S.aureus,25
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(OC)C=C4)N=N3,,S.aureus,200
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(C(F)(F)F)=CC=C4)N=N3,,S.aureus,100
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(CCCC)C=C4)N=N3,,S.aureus,100
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC([N+]([O-])=O)=C4)N=N3,,S.aureus,100
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(OC)=C(Cl)C(OC)=C4)N=N3,,S.aureus,200
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(Br)C=C4)N=N3,,S.aureus,50
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC=C(C=C4)OC)=C(C(C)=CO1)O,4a 4 - MeOC₆H₄,S.aureus,32
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC=CC=C4)=C(C(C)=CO1)O,4b C₆H₅,S.aureus,32
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC(OC)=CC=C4)=C(C(C)=CO1)O,4c 3 - MeOC₆H₄,S.aureus,32
O=C1C(N=NC2=CC=C(OCC3=CN(C4=CC=C(F)C=C4)N=N3)C=C2)=C(O)C(C)=CO1,4d 4 - FC₆H₄,S.aureus,256
O=C1C(/N=N/C2=CC=C(OCC3=CN(C4=C5C=CC=CC5=CC=C4)N=N3)C=C2)=C(O)C(C)=CO1,4e Naphthyl,S.aureus,128
O=C1C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(Br)C=C4)N=N3)C=C2)=C(O)C(C)=CO1,4f 4 - BrC₆H₄,S.aureus,128
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(OC)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,6a 4 - MeOC₆H₄,S.aureus,32
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=CC=C4)N=N3)C=C2)C=C(OCO5)C5=C1,6b C₆H₅,S.aureus,64
OC1=C(C=C2OCOC2=C1)/N=N/C3=CC=C(C=C3)OCC4=CN(N=N4)C5=CC=C(C=C5)OC,6c 4 - MeOC₆H₄,S.aureus,128
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,6d 4 - FC₆H₄,S.aureus,256
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=C5C=CC=CC5=CC=C4)N=N3)C=C2)C=C(OCO6)C6=C1,6e Naphthyl,S.aureus,256
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C([N+]([O-])=O)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,6f 4 - NO₂C₆H₄,S.aureus,256
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC(Cl)=C(F)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,6g 4 - F - 3 - ClC₆H₃,S.aureus,256
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(Br)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,6h 4 - BrC₆H₄,S.aureus,256
OC1=C(C=C2OCOC2=C1)/N=N/C3=CC=C(C=C3)OCC4=CN(N=N4)C5=CC(OC)=CC=C5,6i 3 - MeOC₆H₄,S.aureus,128
CC(N(N=N1)C2=C(C(C(F)(F)F)=CC(Cl)=C2Cl)C)=C1C3=NN(C4=CC=CC=C4)C=C3C([H])=O,"5a = R1 = R2 = Cl, Ar = Phenyl",S.aureus,23
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=CC=C(C=C4)Cl)=O,"5b = R1 = R2 = Cl, Ar = 4 - Cl - phenyl",S.aureus,25
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=C(C=C(C=C4)[N+]([O-])=O)[N+]([O-])=O)=O,"5c = R1 = R2 = Cl, Ar = 2,4 - Dinitro phenyl",S.aureus,12
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=C(C=C(C=C4Cl)Cl)Cl)=O,"5d = R1 = R2 = Cl, Ar = 2,4,6 - Trichloro phenyl",S.aureus,10
ClC1=C(C=C(C(C)=C1N2N=NC(C3=NN(C4=NN=CC5=C4C=CC=C5)C=C3C([H])=O)=C2C)C(F)(F)F)Cl,"5e = R1 = R2 = Cl, Ar = Phthalazinyl",S.aureus,11
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)N4CC=CC5=CC=CC(C(F)(F)F)=C54)=O,"5f = R1 = R2 = Cl, Ar = 8 - CF₃ - quiny",S.aureus,26
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=CC=C(C=C4)[N+]([O-])=O)=O,"5g = R1 = R2 = Cl, Ar = 4 - Nitro phenyl",S.aureus,25
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)C4=CC=CC=C4)=C2C)=C(C(C(F)(F)F)=C1)C)[H],"5h = R1 = R2 = H, Ar = Phenyl",S.aureus,15
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)C4=C(C=C(C=C4)[N+]([O-])=O)[N+]([O-])=O)=C2C)=C(C(C(F)(F)F)=C1)C)[H],"5j = R1 = R2 = H, Ar = 2,4 - Dinitro phenyl",S.aureus,28
[H]C1=C(C(N2N=NC(C3=NN(C4=NN=CC5=C4C=CC=C5)C=C3C([H])=O)=C2C)=C(C(C(F)(F)F)=C1)C)[H],"5l = R1 = R2 = H, Ar = Phthalazinyl",S.aureus,14
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)N4CC=CC5=CC=CC(C(F)(F)F)=C54)=C2C)=C(C(C(F)(F)F)=C1)C)[H],"5m = R1 = R2 = H, Ar = 8 - CF₃ - quiny",S.aureus,12
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)C4=CC=C(C=C4)[N+]([O-])=O)=C2C)=C(C(C(F)(F)F)=C1)C)[H],"5n = R1 = R2 = H, Ar = 4 - Nitro phenyl",S.aureus,26
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=O,,S.aureus,6.25
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C(Cl)=C4)N=N3)C(OC)=C2)C(O)=C1,,S.aureus,100
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)C(OC)=C2)C(O)=C1,,S.aureus,12.5
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=CC=C4Cl)=O,,S.aureus,12.5
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4)Cl)=O,,S.aureus,100
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=C2)OC)=O,,S.aureus,100
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C(Cl)=C4)F)=C2)OC)=O,,S.aureus,100
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OC)C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)=C2)C(O)=C1,,S.aureus,100
COC1=CC(OC)=C(C(O)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=CC=C4Cl)=C2)OC)=O,,S.aureus,25
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OC)C(OCC3=CN(C4=CC=C(Cl)C=C4)N=N3)=C2)C(O)=C1,,S.aureus,100
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5Cl)N=N4)C(OC)=C3)OC2=C1,,S.aureus,50
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C(Cl)=C5)N=N4)C(OC)=C3)OC2=C1,,S.aureus,100
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5F)N=N4)C(OC)=C3)OC2=C1,,S.aureus,100
COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=CC=C5Cl)=O,,S.aureus,50
COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=C(C=C5)Cl)=O,,S.aureus,100
O=C(N(C1=C2C=CC=C1)CC3=CN(N=N3)C4=CC=CC=C4)OC2=O,"4a, C₆H₅",B.subtilis,163.2
O=C(N(C1=C2C=CC=C1)CC3=CN(N=N3)C4=CC=C(C)C=C4)OC2=O,"4b, 4-MeC₆H₄",B.subtilis,156.98
O=C(OC1=O)N(CC2=CN(C3=CC=C(C=C3)OC)N=N2)C4=C1C=CC=C4,"4c, 4-OMeC₆H₄",B.subtilis,301
O=C(OC1=O)N(CC2=CN(C3=C(Cl)C=CC=C3)N=N2)C4=C1C=CC=C4,"4d, 2-CIC₆H₄",B.subtilis,307.02
O=C(N(C1=C2C=CC=C1)CC3=CN(N=N3)C4=CC(Cl)=CC=C4)OC2=O,"4e, 3-CIC₆H₄",B.subtilis,299.46
O=C(N(C1=C2C=CC=C1)CC3=CN(N=N3)C4=CC(Cl)=C(Cl)C=C4Cl)OC2=O,"4f, 2,4,5-Cl₃C₆H₄",B.subtilis,249.11
O=C(OC1=O)N(CC2=CN(C3=CC=C(C(Cl)=C3)Cl)N=N2)C4=C1C=CC=C4,"4g, 3,4-Cl₂C₆H₄",B.subtilis,279.03
O=C(N(C1=C2C=CC=C1)CC3=CN(N=N3)C4=CC=CC([N+]([O-])=O)=C4)OC2=O,"4h, 3-NO₂C₆H₄",B.subtilis,292
O=C(OC1=O)N(CC2=CN(C3=CC=C([N+]([O-])=O)C=C3)N=N2)C4=C1C=CC=C4,"4i, 4-NO₂C₆H₄",B.subtilis,73
O=C(NC1=O)C2=C(C=CC=C2)N1CC3=CN=NN3C4=CC=CC=C4,"5a, C₆Hs",B.subtilis,329.6
O=C(N(C1=C2C=CC=C1)CC3=CN=NN3C4=CC=C(C)C=C4)NC2=O,"5b, 4-MeC₆H₄",B.subtilis,313.96
O=C(NC1=O)N(CC2=CN(C3=CC=C(C=C3)OC)N=N2)C4=C1C=CC=C4,"5c, 4-OMeC₆H₄",B.subtilis,301
O=C(N(C1=C2C=CC=C1)CC3=CN(N=N3)C4=C(C=CC=C4)Cl)NC2=O,"5d, 2-CIC₆H₄",B.subtilis,299.46
O=C(N(C1=C2C=CC=C1)CC3=CN(N=N3)C4=CC(Cl)=CC=C4)NC2=O,"5e, 3-CIC₆H₄",B.subtilis,299.46
O=C(N(C1=C2C=CC=C1)CC3=CN(N=N3)C4=CC(Cl)=C(Cl)C=C4Cl)NC2=O,"5f, 2,4,5-Cl₃C₆H₄",B.subtilis,249.11
O=C(N(C1=C2C=CC=C1)CC3=CN(N=N3)C4=CC=C(Cl)C=C4)NC2=O,"5j, 4-CIC₆H₄",B.subtilis,362.46
CCOC1=CC=C2N3C(SC2=C1)=NC(C4=CC=CC=C4)=C3CO(C5=CN(CC6=CC=CC(F)=C6)N=N5)C,5n，R1=-OEt，R2=H，R3=F，R4=H,B.subtilis,128
ClC1=NC2=CC=C(OC)C=C2C=C1COCC3=CN(CC(C4=CC=C(F)C=C4)=O)N=N3,,B.subtilis,6.25
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(CC(C4=CC=C(OC)C=C4)=O)N=N3)=O,,B.subtilis,1.6
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(CC(C4=CC=C(F)C=C4)=O)N=N3)=O,,B.subtilis,1.6
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(CC(C4=CC=C([N+]([O-])=O)C=C4)=O)N=N3)=O,,B.subtilis,6.25
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(CC(C4=CC=CC=C4)=O)N=N3)=O,,B.subtilis,6.25
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(C4=CC=C(OC)C=C4)N=N3)=O,,B.subtilis,1.6
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(C4=CC=CC=C4)N=N3)=O,,B.subtilis,1.6
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(C4=CC=C(C#N)C=C4)N=N3)=O,,B.subtilis,1.6
C1(C2=CN(CC3=CN(C4=CC=CC=C4)N=N3)C5=C2C=CC=C5)=NC6=CC=CC=C6N1,4a Ar=phenyl（苯基）,B.subtilis,25
ClC1=CC=CC=C1N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2,4b Ar=2 - chlorophenyl（2 - 氯苯基）,B.subtilis,3.125
ClC1=CC=C(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)C=C1,4c Ar=4 - chlorophenyl（4 - 氯苯基）,B.subtilis,6.25
CC1=CC(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)=CC=C1,4d Ar=3 - methylphenyl（3 - 甲基苯基）,B.subtilis,50
CC1=CC=C(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)C=C1,4e Ar=4 - methylphenyl（4 - 甲基苯基）,B.subtilis,25
COC1=CC=CC=C1N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2,4f Ar=2 - methoxyphenyl（2 - 甲氧基苯基）,B.subtilis,50
COC1=CC=C(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)C=C1,4g Ar=4 - methoxyphenyl（4 - 甲氧基苯基）,B.subtilis,12.5
O=[N+](C1=CC=CC=C1N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)[O-],4h Ar=2 - nitrophenyl（2 - 硝基苯基）,B.subtilis,3.125
