,Smile格式,化合物结构,阳性菌 MIC (μg/mL),,,,,阴性菌 MIC (μg/mL),,,,,细胞毒性 IC50,,,,溶血 HC10   ,EC50,CC50,期刊名、卷、页码,其他数据如：MBC,文献原始数据截图,备注,,,,,,,,,,
,O=[N+]([O-])C1=CC=C(CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O)C=C1[H],"4a,R1 = H,R2 = NO2",8,4,4,,,2,0,16,,,2.2,,,,,,,,,,,,,,,,,,,,
,[H]C1=CC=C(C=C1[N+]([O-])=O)CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O,"4b,R1 = NO2,R2= H",8,16,4,,,4,2,8,,,2.8,,,,,,,,,,,,,,,,,,,,
,ClC1=CC=C(CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O)C=C1[H],"4c,R1= H,R2= Cl",8,32,4,,,4,4,2,,,4,,,,,,,,,,,,,,,,,,,,
,[H]C1=CC=C(CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O)C=C1Cl,"4d,R1 = Cl,R2 = H",16,16,8,,,4,4,2,,,2.2,,,,,,,,,,,,,,,,,,,,
,BrC1=CC=C(CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O)C=C1[H],"4e,R1 = H,R2= Br",16,16,4,,,4,128,4,,,2.4,,,,,,,,,,,,,,,,,,,,
,[H]C1=CC=C(C=C1[H])CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O,"4f,R1= H,R2= H",8,4,16,,,4,NT,4,,,1.8,,,,,,,,,,,,,,,,,,,,
,[H]C1=CC(CN2C=C(N=N2)COC(C(C=CC=C3)=C3O4)=CC4=O)=CC=C1[N+]([O-])=O,"4g,R1= H,R2= NO2",8,4,4,,,2,2,2,,,2.6,,,,,,,,,,,,,,,,,,,,
,O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C([H])C([N+]([O-])=O)=C4)=C1,"4h,R1= NO2,R2= H",8,4,4,,,4,4,32,,,2.2,,,,,,,,,,,,,,,,,,,,
,O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C(Cl)C([H])=C4)=C1,"4i,R1= H,R2= Cl",16,4,16,,,4,8,4,,,2.3,,,,,,,,,,,,,,,,,,,,
,O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C([H])C(Cl)=C4)=C1,"4j,R1 = Cl,R2 = H",8,4,32,,,4,128,16,,,3.2,,,,,,,,,,,,,,,,,,,,
,O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C(Br)C([H])=C4)=C1,"4k,R1= H,R2= Br",16,4,16,,,4,64,4,,,2.2,,,,,,,,,,,,,,,,,,,,
2135,,,S.aureus,Micrococcus luteus,,,,E.Coli,Salmonella typhi,,,,IC50,,,,,,,Journal of the Iranian Chemical Society (2024): 1-10.,,,,,,,,,,,,,
,CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC=CC=C4,,200 ± 14.384,150 ± 1.633,,,,370 ± 19.201,400 ± 21.602,,,,34.97,,,,,,,,,,,,,,,,,,,,
,CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC=C([N+]([O-])=O)C=C4,,200 ± 14.720,250 ± 0.943,,,,290 ± 4.082,300 ± 1.886,,,,18.6,,,,,,,,,,,,,,,,,,,,
,CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC=C(OC)C=C4,,600 ± 7.409,200 ± 8.165,,,,400 ± 21.602,450 ± 12.130,,,,40.43,,,,,,,,,,,,,,,,,,,,
,CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC(O)=CC=C4,,170 ± 1.633,300 ± 1.886,,,,700 ± 16.330,600 ± 16.330,,,,13.5,,,,,,,,,,,,,,,,,,,,
,CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=C(C=CC=C5)C5=CC=C4,,250 ± 7.364,210 ± 1.633,,,,150 ± 1.633,260 ± 8.165,,,,33.5,,,,,,,,,,,,,,,,,,,,
,CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC(SC=N5)=C5C=C4,,650 ± 1.633,350 ± 26.411,,,,350 ± 8.380,460 ± 16.330,,,,25.28,,,,,,,,,,,,,,,,,,,,
,CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CN=C(C=CC=C5)C5=C4,,240 ± 11.776,370 ± 3.300,,,,200 ± 7.364,260 ± 7.760,,,,21.6,,,,,,,,,,,,,,,,,,,,
,CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(C4=NNC=C4)N=N3,,190 ± 2.944,310 ± 8.994,,,,320 ± 4.083,390 ± 9.416,,,,14.8,,,,,,,,,,,,,,,,,,,,
2356,,,S.aureus,Streptococcus pyogenes,,,,E.Coli,pseudomonas aeruginosa,,,,IC50,,,,,,, Archiv der Pharmazie 356.4 (2023): 2200545.,,,,,,,,,,,,,
,,"d1, R=H",241,482,,,,193,241,,,,1.6,,,,,,,,,,,,,,,,,,,,
,,"d2,R=4-F",116,93,,,,47,186,,,,2.34,,,,,,,,,,,,,,,,,,,,
,,"d3,R=4-CF3",213,107,,,,107,85,,,,0.48,,,,,,,,,,,,,,,,,,,,
,,"d4,R=4-Cl",113,181,,,,226,90,,,,0.93,,,,,,,,,,,,,,,,,,,,
,,"d5,R=3-Cl",181,113,,,,181,90,,,,1.24,,,,,,,,,,,,,,,,,,,,
,,"d6,R=2-Cl",226,113,,,,113,181,,,,0.93,,,,,,,,,,,,,,,,,,,,
,,"d7,R=2-Me",188,117,,,,235,469,,,,1,,,,,,,,,,,,,,,,,,,,
,,"d8,R=4-Me",94,235,,,,235,188,,,,1,,,,,,,,,,,,,,,,,,,,
,,"e1,R=H",440,881,,,,176,176,,,,1,,,,,,,,,,,,,,,,,,,,
,,"e2,R=4-F",171,213,,,,427,854,,,,0.59,,,,,,,,,,,,,,,,,,,,
,,"e3,R=4-CF3",787,787,,,,787,393,,,,1.82,,,,,,,,,,,,,,,,,,,,
,,"e4,R=4-Cl",208,415,,,,415,830,,,,1,,,,,,,,,,,,,,,,,,,,
,,"e5,R=3-Cl",415,166,,,,415,830,,,,1.93,,,,,,,,,,,,,,,,,,,,
,,"e6,R=2-Cl",415,830,,,,208,415,,,,1.3,,,,,,,,,,,,,,,,,,,,
,,"e7,R=2-Me",430,860,,,,215,430,,,,1,,,,,,,,,,,,,,,,,,,,
,,"e8,R=4-Me",860,860,,,,430,860,,,,1.2,,,,,,,,,,,,,,,,,,,,
2377,,,S.aureus,B. subtilis,,,,E.Coli,P.aeruginosa,,,,IC50 B.Subtilis,S.aureus,E.Coli,P. aeruginosa,,,,Comptes Rendus. Chimie 18.12 (2015): 1320-1327.,,,,,,,,,,,,,
,NN1C(SCCSC2=NN=C(C3=CC=CC=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,10a，R1=H,64,＞128,,,,64,＞128,,,,＞64,44.5,35.5,＞64,,,,,,,,,,,,,,,,,
,CC1=CC=CC=C1C1=NN=C(SCCSC2=NN=C(C3=CNC4=CC=CC=C43)N2N)O1,10b，R1=2-CH3,＞128,＞128,,,,＞128,＞128,,,,＞64,＞64,＞64,＞64,,,,,,,,,,,,,,,,,
,CC1=CC=CC(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)=C1,10c，R1=3-CH3,64,＞128,,,,32,128,,,,＞64,32.3,17.9,＞64,,,,,,,,,,,,,,,,,
,CC1=CC=C(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)C=C1,10d，R1=4-CH3,16,128,,,,16,64,,,,＞64,8.5,8.3,33.8,,,,,,,,,,,,,,,,,
,NN1C(C2=CNC3=CC=CC=C32)=NN=C1SCCSC(O4)=NN=C4C5=C(OC)C=CC=C5,10e，R1=2-OCH3,32,＞128,,,,32,＞128,,,,＞64,16.9,16.4,＞64,,,,,,,,,,,,,,,,,
,NN1C(SCCSC2=NN=C(O2)C3=CC=CC(OC)=C3)=NN=C1C4=CNC5=CC=CC=C45,10f，R1=4-OCH3,8,32,,,,8,32,,,,18.5,4.6,4.5,17.2,,,,,,,,,,,,,,,,,
,CCOC1=CC=CC=C1C1=NN=C(SCCSC2=NN=C(C3=CNC4=CC=CC=C43)N2N)O1,10g，R1=2-OCH2CH3,64,128,,,,128,128,,,,＞64,44.5,＞64,＞64,,,,,,,,,,,,,,,,,
,NN1C(SCCSC2=NN=C(C3=CC=C(F)C=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,10h，R1=4-F,32,16,,,,32,128,,,,8.5,16.4,16.3,＞64,,,,,,,,,,,,,,,,,
,NN1C(SCCSC2=NN=C(C3=CC=C(Cl)C=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,10i，R1=4-Cl,64,＞128,,,,64,＞128,,,,＞64,35.8,32.1,＞64,,,,,,,,,,,,,,,,,
,NN1C(SCCSC2=NN=C(C3=CC=C(Br)C=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,10j，R1=4-Br,＞128,＞128,,,,＞128,＞128,,,,＞64,＞64,＞64,＞64,,,,,,,,,,,,,,,,,
,CC1=CC=C(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)C(C)=C1,10k，R1=2，4-CH3,128,＞128,,,,64,64,,,,＞64,＞64,16.4,33.6,,,,,,,,,,,,,,,,,
,NC1=CC=C(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)C=C1,10l，R1=4-NH2,2,8,,,,8,16,,,,4.9,1.2,4.7,8.2,,,,,,,,,,,,,,,,,
,NN1C(C2=CNC3=CC=CC=C23)=NN=C1SCCSC4=NN=C(C5=C(C=CC=C6)C6=CC=C5)O4,10m，R1=NA,64,＞128,,,,32,＞128,,,,＞64,45.8,16.1,＞64,,,,,,,,,,,,,,,,,
2380,,,S.aureus,B. subtilis,B.amyloliquefaciens,,,E.Coli,P.aeruginosa,,,,IC50,,,,,,,Bioorganic & Medicinal Chemistry Letters 24.1 (2014): 90-95.,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC=C(Br)C=C2)C3=NC=CN=C3,H1，R3=Br,50,25,25,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC=C(Cl)C=C2)C3=NC=CN=C3,H4，R3=Cl,50,＞50,50,,,50,＞50,,,,218.1,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC=C(C)C=C2)C3=NC=CN=C3,H5，R3=CH3,25,25,25,,,12.5,50,,,,156.3,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC=C(Cl)C=C2Cl)C3=NC=CN=C3,H9，R1=Cl，R3=Cl,50,＞50,＞50,,,50,＞50,,,,205.7,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC=C(OC)C(OC)=C2)C3=NC=CN=C3,H10，R2=OCH3，R3=OCH3,12.5,25,25,,,25,50,,,,163.3,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC(OC)=C(OC)C=C2OC)C3=NC=CN=C3,H11，R1=OCH3，R3=OCH3，R4=OCH3,25,3.13,6.25,,,6.25,12.5,,,,142.5,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC(OC)=C(OC)C(OC)=C2)C3=NC=CN=C3,H12，R2=OCH3，R3=OCH3，R4=OCH3,12.5,6.25,25,,,6.25,12.5,,,,169.4,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC=CC=C2OC)C3=NC=CN=C3,H13，R1=OCH3,25,25,25,,,12.5,25,,,,172.7,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC=CC=C2O)C3=NC=CN=C3,H16，R1=OH,50,25,25,,,12.5,25,,,,174.9,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC=C(O)C=C2)C3=NC=CN=C3,H17，R3=OH,1.56,0.78,0.78,,,0.39,1.56,,,,131.4,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC=CC(O)=C2)C3=NC=CN=C3,H18，R2=OH,＞50,50,50,,,25,25,,,,151.2,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C2=CC=C(O)C(O)=C2)C3=NC=CN=C3,H19，R2=OH，R3=OH,25,25,25,,,12.5,12.5,,,,147.8,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(N1/N=C/C=C/C2=CC=CC=C2)C3=NC=CN=C3,,50,25,50,,,12.5,25,,,,,,,,,,,,,,,,,,,,,,,,
2386,,,S.aureus,Bacillussubtilis,ccusaureus Esch,,,E.Coli,Proteusvulgaris,,,,IC50,,,,,,,Archiv der Pharmazie 354.6 (2021): 2000473.,,,,,,,,,,,,,
10a,C=C(CNN1C(=O)CSC1C1=CC=C(Br)C=C1)NN1C(C2=CC=NC=C2)=NNC1S,,25,25,＞50,,,12.5,25,,,,7.03±0.24,,,,,,,,,,,,,,,,,,,,
10b,O=C(CNN1C(=O)CSC1C1=CC=C(F)C=C1)NN1C(C2=CC=NC=C2)=NNC1S,,3.125,6.25,12.5,,,25,6.25,,,,26.36±0.33,,,,,,,,,,,,,,,,,,,,
10f,O=C(CNN1C(=O)CS[C@H]1C1=CC=C(F)C=C1)NN1C(C2=CC=C(Cl)C=C2)=NN[C@@H]1S,,6.25,6.25,12.5,,,12.5,12.5,,,,29.25±0.15,,,,,,,,,,,,,,,,,,,,
10k,C[C@@H]1SC(C2=CC=C(Br)C=C2)C(NCC(=O)NN2C(C3=CC=C(Cl)C=C3)=NN[C@@H]2S)C1=O,,12.5,12.5,12.5,,,25,＞50,,,,29.42±0.22,,,,,,,,,,,,,,,,,,,,
10m,O=C(CNN1C(=O)CSC1C1=CC=CC=C1Cl)NN1C(C2=CC=NC=C2)=NNC1S,,12.5,12.5,6.25,,,12.5,25,,,,28.15±0.25,,,,,,,,,,,,,,,,,,,,
10n,O=C(O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,,3.125,6.25,3.125,,,25,12.5,,,,25.06±0.4,,,,,,,,,,,,,,,,,,,,
10o,O=C(CNN1C(=O)CSC1C1=C(Cl)C=CC=C1)NN1C(C2=CC=C([N+](=O)[O-])C=C2)=NN[C@@H]1S,,6.25,6.25,6.25,,,12.5,25,,,,25.09±0.5,,,,,,,,,,,,,,,,,,,,
10p,O=C1C(C(O)=O)=CN(C2=NC(N3C/C(C(C3)CN)=N\OC)=C(C=C12)F)C4CC4,,12.5,25,25,,,12.5,50,,,,28.28±0.5,,,,,,,,,,,,,,,,,,,,
10q,S[C@@H]1N(NC(CNN2C(SCC2=O)C3=C(Cl)C=CC=C3)=O)C(C4=CC=C(Cl)C=C4)=NN1,,25,25,12.5,,,ND,＞50,,,,27.03±0.24,,,,,,,,,,,,,,,,,,,,
10r,C[C@H]1COC2=C3C(=CC(F)=C2N2CCN(C)CC2)C(=O)C(C(=O)O)=CN31,,12.5,12.5,6.25,,,25,25,,,,24.84±0.71,,,,,,,,,,,,,,,,,,,,
2416,,, S.aureus,Cl. Sporogenes,,,,E.Coli,P.aeruginosa,,,,IC50（Vero）,,,,,,,Monatshefte für Chemie-Chemical Monthly 141 (2010): 471-478.,,,,,,,,,,,,,
3a,CC1=NC=C([N+](=O)[O-])N1CCSC1=NN=C(C2=CC=NC=C2)N1C,,738,26.5,,,,ND,ND,,,,99,,,,,,,,,,,,,,,,,,,,
4a,CC1=NC=C([N+](=O)[O-])N1CCN1N=C(C2=CC=NC=C2)N(C)C1=S,,ND,34.3,,,,ND,ND,,,,105,,,,,,,,,,,,,,,,,,,,
3b,CC1=NC=C([N+](=O)[O-])N1CCSC1=NN=C(C2=CC=CN=C2)N1C1=CC=CC=C1,,1569,62.4,,,,ND,ND,,,,61.5,,,,,,,,,,,,,,,,,,,,
4b,CC1=NC=C([N+](=O)[O-])N1CCN1N=C(C2=CC=CN=C2)N(C2=CC=CC=C2)C1=S,,ND,17.7,,,,ND,ND,,,,48,,,,,,,,,,,,,,,,,,,,
3c,COC1=CC=C(N2C(SCCN3C([N+](=O)[O-])=CN=C3C)=NN=C2C2=CC=NC=C2)C=C1,,188,7.5,,,,376,ND,,,,60,,,,,,,,,,,,,,,,,,,,
3e,CC1=NC=C([N+](=O)[O-])N1CCSC1=NN=C(C2=CN=CC=C2)N1C1=C2C=CC=CC2=CC=C1,,250,7.7,,,,ND,ND,,,,254.4,,,,,,,,,,,,,,,,,,,,
,,, ND：Not detectable at concentrations as high as 0.5mg/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,,,B.substilis,,,,,E.Coli,P.aeruginosa,,,,IC50(cancer),,,,,,," BMC chemistry, 2021, 15(1):5.",,,,,,,,,,,,,
,[H]C1=C([H])C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T1,50,,,,,100,100,,,,>100,,,,,,,,,,,,,,,,,,,,
,[H]C1=C(C=O)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T2，R4=CHO,25,,,,,50,25,,,,1.7,,,,,,,,,,,,,,,,,,,,
,[H]C1=C(C)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T3，R4=CH3,25,,,,,50,25,,,,7.1,,,,,,,,,,,,,,,,,,,,
,[H]C1=C(OC)C(OC)=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T4，R3，R4=OCH3,25,,,,,50,25,,,,3.7,,,,,,,,,,,,,,,,,,,,
,[H]C1=C(OC)C(OC)=C(OC)C=C1/C=N\N1C(S)=NN=C1CCCCCCCCCCCCCCC,T5，R3，R4，R5=OCH3,12.5,,,,,12.5,6.2,,,,> 100,,,,,,,,,,,,,,,,,,,,
,[H]C1=C(OC)C(O)=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T6，R3=OH，R4=OCH3,50,,,,,25,25,,,,51.6,,,,,,,,,,,,,,,,,,,,
,[H]C1=C([H])C([H])=C(O)C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T7，R2=OH,50,,,,,50,12.5,,,,1.4,,,,,,,,,,,,,,,,,,,,
,[H]C1=C(O)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T8，R4=OH,50,,,,,25,25,,,,> 100,,,,,,,,,,,,,,,,,,,,
,[H]C1=C(N(C)C)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T9，R4=N(CH3)2,25,,,,,25,12.5,,,,> 100,,,,,,,,,,,,,,,,,,,,
,[H]C1=CC([H])=C(Cl)C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T10，R2=Cl,25,,,,,50,25,,,,78,,,,,,,,,,,,,,,,,,,,
,[H]C1=C(Cl)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T11，R4=Cl,25,,,,,50,50,,,,> 100,,,,,,,,,,,,,,,,,,,,
,[H]C1=C(Cl)C([H])=C(Cl)C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T12，R2，R4=Cl,50,,,,,50,25,,,,> 100,,,,,,,,,,,,,,,,,,,,
,[H]C1=C([H])C(Br)=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T13，R3=Br,50,,,,,100,100,,,,> 100,,,,,,,,,,,,,,,,,,,,
,[H]C1=C(Br)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T14，R4=Br,25,,,,,50,50,,,,128.25,,,,,,,,,,,,,,,,,,,,
,[H]C1=C([H])C([H])=C([N+](=O)[O-])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T15，R2=NO2,25,,,,,100,50,,,,> 100,,,,,,,,,,,,,,,,,,,,
,[H]C1=C([H])C([N+](=O)[O-])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,T16，R3=NO2,50,,,,,100,50,,,,78,,,,,,,,,,,,,,,,,,,,
,[H]C1=C([N+](=O)[O-])C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,"T17, R1=H,R2=4-NO2",25,,,,,100,100,,,,> 100,,,,,,,,,,,,,,,,,,,,
,CCCCCCCCCCCCCCCC1=NN=C(S)N1/N=C/C1=CC=C(OC2=CC=CC=C2)C=C1,T18，R1=C12H10O,50,,,,,50,25,,,,>100,,,,,,,,,,,,,,,,,,,,
,CCCCCCCCCCCCCCCC1=NN=C(S)N1/N=C/C1=CC=C2CC=CCC2=C1,T19，R1=C10H10,50,,,,,25,100,,,,> 100,,,,,,,,,,,,,,,,,,,,
,CCCCCCCCCCCCCCCC1=NN=C(S)N1/N=C/C1=CC=C(O)C=C1,T20，R1=C6H6O,25,,,,,25,50,,,,> 100,,,,,,,,,,,,,,,,,,,,
2441,,,S.aureus,B.S.,B.C.,,,E.Coli,P.A.,S.T.,,,IC50 COLO-205,IC50 A549 ,,,,,,"Letters in Organic Chemistry, 2020, 17(3): 191-198.",6.25,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1[H],"6a，R1=H, R2=H, R3 =H, R4=H",250,125,125,,,125,125,125,,,>100,>100,,,,,,,,,,,,,,,,,,,
,[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C(O)C([H])=C1[H],"6b，R1=OH, R2=H, R3=H, R4=H",250,125,125,,,125,125,125,,,55,>100,,,,,,,,,,,,,,,,,,,
,[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C(O)=C1[H],"6c，R1=H, R2=OH, R3 =H, R4=H",250,125,125,,,125,125,125,,,48,>100,,,,,,,,,,,,,,,,,,,
,[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C(OC)C([H])=C1[H],"6d，R1=OCH3, R2=H, R3 =H, R4=H",250,125,125,,,125,125,125,,,>100,>100,,,,,,,,,,,,,,,,,,,
,[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1OC,"6e，R1=H, R2=H, R3 =OCH3, R4=H",250,125,125,,,125,125,125,,,>100,>100,,,,,,,,,,,,,,,,,,,
,[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1Cl,"6f，R1=H, R2=H, R3 =Cl, R4=H",250,125,125,,,125,125,125,,,>100,>100,,,,,,,,,,,,,,,,,,,
,[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1F,"6g，R1=H, R2=H, R3 =F, R4=H",250,250,125,,,125,125,125,,,>100,>100,,,,,,,,,,,,,,,,,,,
,[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1C,"6h，R1=H, R2=H, R3 =CH3, R4=H",250,250,125,,,125,125,125,,,>100,＞100,,,,,,,,,,,,,,,,,,,
,[H]C1=C([H])C(O)=C(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)C=C1Cl,"6i，R1=OH, R2=H, R3 =H, R4=Cl",125,125,72.5,,,72.5,72.5,72.5,,,40,＞100,,,,,,,,,,,,,,,,,,,
,[H]C1=C([H])C(O)=C(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)C=C1OC,"6j，R1=OH, R2=H, R3 =H, R4=OCH3",125,125,125,,,125,125,125,,,40,＞100,,,,,,,,,,,,,,,,,,,
,[H]N1N=C(CC2=C(C)N([H])C3=CC=C(F)C=C32)N(/N=C/C2=CC(OC)=C(O)C=C2)C1=S,"6k， R1=H, R2=OCH3, R3 =OH, R4=H",250,250,125,,,125,125,125,,,＞80,＞100,,,,,,,,,,,,,,,,,,,
,[H]N1N=C(CC2=C(C)N([H])C3=CC=C(F)C=C32)N(/N=C/C2=CC(OC=O)=C(OC=O)C=C2)C1=S,"6l，R1=H, R2,R3=OCH2O, R4=H",250,250,125,,,125,125,125,,,＞80,＞100,,,,,,,,,,,,,,,,,,,
2555,,,S.aureus,S.P. MTCC 442,,,,"E.Coli MTCC
443",P.A.MTCC 1688,,,,IC50,,,,,,, Bioorganic & Medicinal Chemistry 25.15 (2017): 4064-4075.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(C2=CC=C(N)C=C2)N1N,S1,250,250,,,,200,1000,,,,0.2,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(C2=CC=C(N)C=C2)O1,S2,62.5,100,,,,250,500,,,,0.16,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(C2=CC=C(N=CC3=CC=CS3)C=C2)N1N=CC4=CC=CS4,SS1,250,200,,,,250,1000,,,,0.32,,,,,,,,,,,,,,,,,,,,
,OC1=CC=C(C=NC2=CC=C(C3=NN=C(S)N3N=CC4=CC=C(O)C=C4)C=C2)C=C1,SS2,250,200,,,,250,NA,,,,117,,,,,,,,,,,,,,,,,,,,
,O=[N+](C1=CC(C=NC2=CC=C(C3=NN=C(S)N3N=CC4=CC=CC([N+]([O-])=O)=C4)C=C2)=CC=C1)[O-],SS3,125,62.4,,,,250,500,,,,0.12,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(C2=CC=C(N=CC3=CC=C(Cl)C=C3)C=C2)N1N=CC4=CC=C(Cl)C=C4,SS4,250,100,,,,100,NA,,,,0.1,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(C2=CC=C(N=CC3=CC=C(OC)C=C3)C=C2)N1N=CC4=CC=C(OC)C=C4,SS5,250,100,,,,250,500,,,,0.37,,,,,,,,,,,,,,,,,,,,
,SC1=NN=C(C2=CC=C(N=CC3=CC=CS3)C=C2)O1,SS6,200,100,,,,250,NA,,,,0.23,,,,,,,,,,,,,,,,,,,,
,OC1=CC=C(C=NC2=CC=C(C3=NN=C(S)O3)C=C2)C=C1,SS7,200,200,,,,250,NA,,,,0.24,,,,,,,,,,,,,,,,,,,,
