smiles,toxicity_label,n,counts_json
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,微毒,8,"{""微毒"": 6, ""中毒"": 1, ""低毒"": 1}"
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=C5C=CC=CC5=CC=C4)N=N3)C=C2)C=C(OCO6)C6=C1,微毒,1,"{""微毒"": 1}"
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C([N+]([O-])=O)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,微毒,8,"{""微毒"": 6, ""中毒"": 1, ""低毒"": 1}"
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC(Cl)=C(F)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,低毒,8,"{""微毒"": 6, ""中毒"": 1, ""低毒"": 1}"
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(Br)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,微毒,8,"{""微毒"": 6, ""中毒"": 1, ""低毒"": 1}"
OC1=C(C=C2OCOC2=C1)/N=N/C3=CC=C(C=C3)OCC4=CN(N=N4)C5=CC(OC)=CC=C5,微毒,8,"{""微毒"": 6, ""中毒"": 1, ""低毒"": 1}"
CC(N(N=N1)C2=C(C(C(F)(F)F)=CC(Cl)=C2Cl)C)=C1C3=NN(C4=CC=CC=C4)C=C3C([H])=O,中毒,8,"{""中毒"": 7, ""低毒"": 1}"
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=CC=C(C=C4)Cl)=O,中毒,8,"{""中毒"": 7, ""低毒"": 1}"
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=C(C=C(C=C4)[N+]([O-])=O)[N+]([O-])=O)=O,低毒,8,"{""中毒"": 7, ""低毒"": 1}"
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=C(C=C(C=C4Cl)Cl)Cl)=O,中毒,8,"{""中毒"": 7, ""低毒"": 1}"
ClC1=C(C=C(C(C)=C1N2N=NC(C3=NN(C4=NN=CC5=C4C=CC=C5)C=C3C([H])=O)=C2C)C(F)(F)F)Cl,中毒,2,"{""中毒"": 2}"
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)N4CC=CC5=CC=CC(C(F)(F)F)=C54)=O,中毒,2,"{""中毒"": 2}"
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=CC=C(C=C4)[N+]([O-])=O)=O,中毒,8,"{""中毒"": 7, ""低毒"": 1}"
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)C4=CC=CC=C4)=C2C)=C(C(C(F)(F)F)=C1)C)[H],中毒,8,"{""中毒"": 7, ""低毒"": 1}"
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)C4=C(C=C(C=C4)[N+]([O-])=O)[N+]([O-])=O)=C2C)=C(C(C(F)(F)F)=C1)C)[H],中毒,8,"{""中毒"": 7, ""低毒"": 1}"
[H]C1=C(C(N2N=NC(C3=NN(C4=NN=CC5=C4C=CC=C5)C=C3C([H])=O)=C2C)=C(C(C(F)(F)F)=C1)C)[H],中毒,2,"{""中毒"": 2}"
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)N4CC=CC5=CC=CC(C(F)(F)F)=C54)=C2C)=C(C(C(F)(F)F)=C1)C)[H],中毒,2,"{""中毒"": 2}"
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)C4=CC=C(C=C4)[N+]([O-])=O)=C2C)=C(C(C(F)(F)F)=C1)C)[H],中毒,8,"{""中毒"": 7, ""低毒"": 1}"
[H]C1=C([H])C([H])=C(N2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,中毒,5,"{""中毒"": 4, ""微毒"": 1}"
[H]C1=C(Cl)C([H])=C(N2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,中毒,5,"{""中毒"": 4, ""微毒"": 1}"
[H]C1=C(Cl)C=CC(N2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)=C1[H],微毒,5,"{""中毒"": 4, ""微毒"": 1}"
[H]C1=C(C(Br)=C(C=C1)N2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)[H],中毒,5,"{""中毒"": 4, ""微毒"": 1}"
[H]C1=C(C([H])=C(C=C1)N2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)Br,中毒,5,"{""中毒"": 4, ""微毒"": 1}"
[H]C1=C([H])C([H])=C(CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,中毒,3,"{""中毒"": 3}"
[H]C1=C(Cl)C([H])=C(CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,中毒,3,"{""中毒"": 3}"
BrC1=C(C([H])=C(C=C1)CN2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)[H],中毒,3,"{""中毒"": 3}"
[H]C1=C(Cl)C([H])=C(NC(=O)CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,中毒,1,"{""中毒"": 1}"
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=O,高毒,5,"{""高毒"": 5}"
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C(Cl)=C4)N=N3)C(OC)=C2)C(O)=C1,高毒,5,"{""高毒"": 5}"
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)C(OC)=C2)C(O)=C1,高毒,5,"{""高毒"": 5}"
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=CC=C4Cl)=O,高毒,5,"{""高毒"": 5}"
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4)Cl)=O,高毒,5,"{""高毒"": 5}"
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=C2)OC)=O,高毒,5,"{""高毒"": 4, ""中毒"": 1}"
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C(Cl)=C4)F)=C2)OC)=O,高毒,5,"{""高毒"": 4, ""中毒"": 1}"
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OC)C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)=C2)C(O)=C1,高毒,5,"{""高毒"": 4, ""中毒"": 1}"
COC1=CC(OC)=C(C(O)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=CC=C4Cl)=C2)OC)=O,高毒,5,"{""高毒"": 4, ""中毒"": 1}"
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OC)C(OCC3=CN(C4=CC=C(Cl)C=C4)N=N3)=C2)C(O)=C1,中毒,5,"{""高毒"": 4, ""中毒"": 1}"
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5Cl)N=N4)C(OC)=C3)OC2=C1,高毒,5,"{""高毒"": 4, ""中毒"": 1}"
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C(Cl)=C5)N=N4)C(OC)=C3)OC2=C1,高毒,5,"{""高毒"": 4, ""中毒"": 1}"
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5F)N=N4)C(OC)=C3)OC2=C1,高毒,5,"{""高毒"": 4, ""中毒"": 1}"
COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=CC=C5Cl)=O,中毒,5,"{""高毒"": 4, ""中毒"": 1}"
COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=C(C=C5)Cl)=O,高毒,5,"{""高毒"": 4, ""中毒"": 1}"
[H]C1=C(C=C(C=C1)N2C(SCC(NC3=CC=CC=C3)=O)=NN=C2C4=CC5=CC(Br)=CC=C5O4)[H],高毒,5,"{""高毒"": 5}"
[H]C1=C([H])C=C(N2C(SCC(=O)NC3=CC(C)=C(C)C=C3)=NN=C2C2=CC3=CC(Br)=CC=C3O2)C=C1,高毒,5,"{""高毒"": 5}"
[H]C1=C(C=C(C=C1)N2C(SCC(NC3=CC=C(C=C3)[N+]([O-])=O)=O)=NN=C2C4=CC5=CC(Br)=CC=C5O4)[H],高毒,5,"{""高毒"": 5}"
COC1=CC(NC(=O)CSC2=NN=C(C3=CC4=CC(Br)=CC=C4O3)N2C2=CC(Cl)=C(Cl)C=C2)=C(OC)C=C1,高毒,5,"{""高毒"": 5}"
ClC1=C(C=C(C=C1)NC(CSC2=NN=C(N2C3=CC(Cl)=C(C=C3)Cl)C4=CC5=CC(Br)=CC=C5O4)=O)Cl,高毒,5,"{""高毒"": 5}"
NC1=NC(OCC2=CN(C3=NNC4=NC(C(F)(F)F)=CC=C43)N=N2)=CC(C(F)(F)F)=N1,中毒,7,"{""中毒"": 3, ""高毒"": 4}"
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC)=CC(C(F)(F)F)=N1,中毒,7,"{""中毒"": 3, ""高毒"": 4}"
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)COC(CC)=O)=CC(C(F)(F)F)=N1,高毒,7,"{""中毒"": 3, ""高毒"": 4}"
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC#C)=CC(C(F)(F)F)=N1,高毒,7,"{""中毒"": 3, ""高毒"": 4}"
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCCCCCCC)=CC(C(F)(F)F)=N1,高毒,7,"{""中毒"": 3, ""高毒"": 4}"
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCCCCCC)=CC(C(F)(F)F)=N1,高毒,7,"{""中毒"": 3, ""高毒"": 4}"
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)F)=CC(C(F)(F)F)=N1,中毒,7,"{""中毒"": 3, ""高毒"": 4}"
