smiles,cytotoxicity,S.aureus,E.Coli,B.Subtilis,E.coli,P.vulgaris,"S.aureus ATCC
25923","M.huteus NCIMB
8166","E.coli ATCC
25922","P.aeruginosa   ATCC
27853",大肠杆菌（μg/ml）,铜绿假单胞菌,普通变形杆菌,M.luteus,MRSA,E.coli(DH52),E.coli JM109,S.dysenterie,P.Aeruginosa,Paeruginosa,Pvulgaris,S.aureus(μg/mL),M.tuberculosis（μg/mL）,"E.Coli
(ug/mL)",P.aeruginosa,P vulgaris,对金黄色葡萄球菌（SA）的 MIC（μg/mL）,对枯草芽孢杆菌（BS）的 MIC（μg/mL）,对大肠杆菌（EC）的 MIC（μg/mL）,金黄色葡萄球菌 ATCC 6538,se12228,Bs6633,Bc10876,M110240,肠杆菌 ATCC 25922,KP3883,PM12453,Pa27853,S. aureus,B. subtilis,E. coli,P. aeruginosa,B. cereus,Micrococcus luteus,BC,PF,FD,Salmonella typhi,B.amyloliquefaciens,Bacillussubtilis,ccusaureus Esch,Proteusvulgaris,Cl. Sporogenes,B.S.,B.C.,P.A.,S.T.,S.P. MTCC 442,"E.Coli MTCC
443",P.A.MTCC 1688,S.pyogenes,S.aureus ATCC 29213,E. faecalis,E. faecium VRE,P. aeurigonsa,A. baumannii,K. pneumoniae ESBL,E. Coli,E. Coli ATCC 25922,K. pneumoniae BAA-1705,A. baumannii BAA-1605,P.aeruginosa ATCC 27853,S. pyogenes,K. pneumoniae,E. coli MRA11,E. coli MRC17,E. coli MRAE33,VRE,E. aerogenes,Bacillus Subtilis,E.faecalis,S.boydii,K pneumoniae,MicrococcusluteusMTCC2470.,StaphylococcusaureusMTCC96.,StaphylococcusaureusMLS-16MTCC2940.,BacillussubtilisMTCC121.,EscherichiacoliMTCC739.,PseudomonasaeruginosaMTCC2453.,KlebsiellaplanticolaMTCC530.
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC([N+]([O-])=O)=CC=C5)NC1=O,中毒,,,,,,,,,,,,,,45.26,,,,,,,,,,,,,,,,,,,,,,,,,,,22.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.26,,,,45.26,22.63,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=C([N+]([O-])=O)C=C5)NC1=O,中毒,,,,,,,,,,,,,,22.63,,,,,,,,,,,,,,,,,,,,,,,,,,,22.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.26,,,,22.63,22.63,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(C)C=CC=C5)NC1=O,中毒,,,,,,,,,,,,,,97.12,,,,,,,,,,,,,,,,,,,,,,,,,,,48.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,,,,48.56,24.28,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(C)C=CC(C)=C5)NC1=O,中毒,,,,,,,,,,,,,,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.45,,,,46.9,46.9,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC(C)=C(C)C=C5)NC1=O,中毒,,,,,,,,,,,,,,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.45,,,,23.45,46.9,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=C(F)C=C5)NC1=O,中毒,,,,,,,,,,,,,,47.68,,,,,,,,,,,,,,,,,,,,,,,,,,,9.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.68,,,,23.84,23.84,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC(C(F)(F)F)=CC=C5)NC1=O,中毒,,,,,,,,,,,,,,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52,,,,21.3,21.3,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)CC5=CC=CC=C5)NC1=O,中毒,,,,,,,,,,,,,,96.96,,,,,,,,,,,,,,,,,,,,,,,,,,,24.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.44,,,,48.44,48.44,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)CC(OCC)=O)NC1=O,中毒,,,,,,,,,,,,,,24.28,,,,,,,,,,,,,,,,,,,,,,,,,,,48.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28,,,,24.28,24.28,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(F)C=C(F)C(F)=C5)NC1=O,中毒,,,,,,,,,,,,,,44.46,,,,,,,,,,,,,,,,,,,,,,,,,,,44.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.23,,,,22.23,44.46,,,,,,,,,,,
O=C(N1)/C(SC1=O)=C\C2=CN(CC3=CN(C4=C(C=C(C=C4Br)Br)Br)N=N3)C5=CC=CC=C25,中毒,,,,,,,,,,,,,,31.68,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.68,,,,31.68,63.36,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(C)C=CC([N+]([O-])=O)=C5)NC1=O,中毒,,,,,,,,,,,,,,87.52,,,,,,,,,,,,,,,,,,,,,,,,,,,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.88,,,,21.88,21.88,,,,,,,,,,,
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC=C(C=C4)OC)=C(C(C)=CO1)O,低毒,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC=CC=C4)=C(C(C)=CO1)O,低毒,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC(OC)=CC=C4)=C(C(C)=CO1)O,低毒,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
O=C1C(N=NC2=CC=C(OCC3=CN(C4=CC=C(F)C=C4)N=N3)C=C2)=C(O)C(C)=CO1,低毒,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,
O=C1C(/N=N/C2=CC=C(OCC3=CN(C4=C5C=CC=CC5=CC=C4)N=N3)C=C2)=C(O)C(C)=CO1,低毒,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,
O=C1C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(Br)C=C4)N=N3)C=C2)=C(O)C(C)=CO1,低毒,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(OC)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,微毒,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=CC=C4)N=N3)C=C2)C=C(OCO5)C5=C1,中毒,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
OC1=C(C=C2OCOC2=C1)/N=N/C3=CC=C(C=C3)OCC4=CN(N=N4)C5=CC=C(C=C5)OC,微毒,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,微毒,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=C5C=CC=CC5=CC=C4)N=N3)C=C2)C=C(OCO6)C6=C1,中毒,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C([N+]([O-])=O)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,微毒,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC(Cl)=C(F)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,低毒,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(Br)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,低毒,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,
OC1=C(C=C2OCOC2=C1)/N=N/C3=CC=C(C=C3)OCC4=CN(N=N4)C5=CC(OC)=CC=C5,微毒,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,
CC(N(N=N1)C2=C(C(C(F)(F)F)=CC(Cl)=C2Cl)C)=C1C3=NN(C4=CC=CC=C4)C=C3C([H])=O,中毒,23 ± 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 ± 0.6,24 ± 0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 ± 0.5,,,,,,,,,,
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=CC=C(C=C4)Cl)=O,中毒,25 ± 0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 ± 0.5,26 ± 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23 ± 0.4,,,,,,,,,,
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=C(C=C(C=C4)[N+]([O-])=O)[N+]([O-])=O)=O,低毒,12 ± 0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 ± 0.2,11 ± 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 ± 0.2,,,,,,,,,,
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=C(C=C(C=C4Cl)Cl)Cl)=O,中毒,10 ± 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 ± 0.2,12 ± 0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 ± 0.1,,,,,,,,,,
ClC1=C(C=C(C(C)=C1N2N=NC(C3=NN(C4=NN=CC5=C4C=CC=C5)C=C3C([H])=O)=C2C)C(F)(F)F)Cl,中毒,11 ± 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 ± 0.3,13 ± 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 ± 0.4,,,,,,,,,,
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)N4CC=CC5=CC=CC(C(F)(F)F)=C54)=O,中毒,26 ± 0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 ± 0.6,24 ± 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23 ± 0.6,,,,,,,,,,
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=CC=C(C=C4)[N+]([O-])=O)=O,中毒,25 ± 0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 ± 0.7,25 ± 0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 ± 0.5,,,,,,,,,,
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)C4=CC=CC=C4)=C2C)=C(C(C(F)(F)F)=C1)C)[H],中毒,15 ± 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 ± 0.3,12 ± 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 ± 0.6,,,,,,,,,,
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)C4=C(C=C(C=C4)[N+]([O-])=O)[N+]([O-])=O)=C2C)=C(C(C(F)(F)F)=C1)C)[H],中毒,28 ± 0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 ± 0.6,27 ± 0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 ± 0.5,,,,,,,,,,
[H]C1=C(C(N2N=NC(C3=NN(C4=NN=CC5=C4C=CC=C5)C=C3C([H])=O)=C2C)=C(C(C(F)(F)F)=C1)C)[H],中毒,14 ± 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 ± 0.4,12 ± 0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 ± 0.3,,,,,,,,,,
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)N4CC=CC5=CC=CC(C(F)(F)F)=C54)=C2C)=C(C(C(F)(F)F)=C1)C)[H],中毒,12 ± 0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 ± 0.4,14 ± 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 ± 0.5,,,,,,,,,,
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)C4=CC=C(C=C4)[N+]([O-])=O)=C2C)=C(C(C(F)(F)F)=C1)C)[H],中毒,26 ± 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 ± 0.8,25 ± 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 ± 0.7,,,,,,,,,,
[H]C1=C([H])C([H])=C(N2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(Cl)C([H])=C(N2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(Cl)C=CC(N2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)=C1[H],微毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(C(Br)=C(C=C1)N2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)[H],中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(C([H])=C(C=C1)N2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)Br,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C([H])C([H])=C(CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(Cl)C([H])=C(CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrC1=C(C([H])=C(C=C1)CN2C=C(N=N2)COC3=CC=C(C=C3)C4=NC5=CC=CC=C5S4)[H],中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(Cl)C([H])=C(NC(=O)CN2C=C(COC3=CC=C(C4=NC5=CC=CC=C5S4)C=C3)N=N2)C=C1,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=O,中毒,6.25,,,12.5,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,12.5,25,,,,,,,
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C(Cl)=C4)N=N3)C(OC)=C2)C(O)=C1,高毒,>100,,,50,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,25,>100,,,,,,,
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)C(OC)=C2)C(O)=C1,高毒,12.5,,,6.25,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,6.25,12.5,,,,,,,
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=CC=C4Cl)=O,中毒,12.5,,,6.25,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,6.25,100,,,,,,,
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4)Cl)=O,中毒,>100,,,>100,,,,,,,,,,,,,,,,,,,,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>100,>100,,,,,,,,
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=C2)OC)=O,高毒,100,,,>100,,,,,,,,,,,,,,,,,,,,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>100,>100,>100,,,,,,,
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C(Cl)=C4)F)=C2)OC)=O,中毒,>100,,,100,,,,,,,,,,,,,,,,,,,,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,>100,>100,,,,,,,
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OC)C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)=C2)C(O)=C1,中毒,100,,,50,,,,,,,,,,,,,,,,,,,,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,12.5,>100,,,,,,,
COC1=CC(OC)=C(C(O)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=CC=C4Cl)=C2)OC)=O,中毒,25,,,50,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,12.5,>100,,,,,,,
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OC)C(OCC3=CN(C4=CC=C(Cl)C=C4)N=N3)=C2)C(O)=C1,中毒,>100,,,100,,,,,,,,,,,,,,,,,,,,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,>100,>100,,,,,,,
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5Cl)N=N4)C(OC)=C3)OC2=C1,高毒,50,,,50,,,,,,,,,,,,,,,,,,,,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>100,50,>100,,,,,,,
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C(Cl)=C5)N=N4)C(OC)=C3)OC2=C1,高毒,>100,,,>100,,,,,,,,,,,,,,,,,,,,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>100,>100,>100,,,,,,,
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5F)N=N4)C(OC)=C3)OC2=C1,高毒,>100,,,>100,,,,,,,,,,,,,,,,,,,,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>100,>100,>100,,,,,,,
COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=CC=C5Cl)=O,中毒,50,,,100,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,>100,100,,,,,,,
COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=C(C=C5)Cl)=O,中毒,>100,,,>100,,,,,,,,,,,,,,,,,,,,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,>100,>100,,,,,,,
[H]C1=C(C=C(C=C1)N2C(SCC(NC3=CC=CC=C3)=O)=NN=C2C4=CC5=CC(Br)=CC=C5O4)[H],高毒,,,Nd,1.80±0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C([H])C=C(N2C(SCC(=O)NC3=CC(C)=C(C)C=C3)=NN=C2C2=CC3=CC(Br)=CC=C3O2)C=C1,高毒,,,1.25±0.60,3.8±2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(C=C(C=C1)N2C(SCC(NC3=CC=C(C=C3)[N+]([O-])=O)=O)=NN=C2C4=CC5=CC(Br)=CC=C5O4)[H],高毒,,,nd,2.5±0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC1=CC(NC(=O)CSC2=NN=C(C3=CC4=CC(Br)=CC=C4O3)N2C2=CC(Cl)=C(Cl)C=C2)=C(OC)C=C1,高毒,,,9.25±1.25,16±1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClC1=C(C=C(C=C1)NC(CSC2=NN=C(N2C3=CC(Cl)=C(C=C3)Cl)C4=CC5=CC(Br)=CC=C5O4)=O)Cl,高毒,,,14±1.80,2.5±1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC1=NC(OCC2=CN(C3=NNC4=NC(C(F)(F)F)=CC=C43)N=N2)=CC(C(F)(F)F)=N1,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,15.6,15.6,15.6,7.8,7.8,15.6
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC)=CC(C(F)(F)F)=N1,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>250,>250,>250,>250,>250,>250,>250
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)COC(CC)=O)=CC(C(F)(F)F)=N1,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>250,15.6,7.8,15.6,15.6,15.6,7.8
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC=C)=CC(C(F)(F)F)=N1,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,>250,>250,>250,>250,>250,>250
