smiles,cytotoxicity,S.aureus,E.Coli,B.Subtilis,E.coli,P.vulgaris,"S.aureus ATCC
25923","M.huteus NCIMB
8166","E.coli ATCC
25922","P.aeruginosa   ATCC
27853",大肠杆菌（μg/ml）,铜绿假单胞菌,普通变形杆菌,M.luteus,MRSA,E.coli(DH52),E.coli JM109,S.dysenterie,P.Aeruginosa,Paeruginosa,Pvulgaris,S.aureus(μg/mL),M.tuberculosis（μg/mL）,"E.Coli
(ug/mL)",P.aeruginosa,P vulgaris,对金黄色葡萄球菌（SA）的 MIC（μg/mL）,对枯草芽孢杆菌（BS）的 MIC（μg/mL）,对大肠杆菌（EC）的 MIC（μg/mL）,金黄色葡萄球菌 ATCC 6538,se12228,Bs6633,Bc10876,M110240,肠杆菌 ATCC 25922,KP3883,PM12453,Pa27853,S. aureus,B. subtilis,E. coli,P. aeruginosa,B. cereus,Micrococcus luteus,BC,PF,FD,Salmonella typhi,B.amyloliquefaciens,Bacillussubtilis,ccusaureus Esch,Proteusvulgaris,Cl. Sporogenes,B.S.,B.C.,P.A.,S.T.,S.P. MTCC 442,"E.Coli MTCC
443",P.A.MTCC 1688,S.pyogenes,S.aureus ATCC 29213,E. faecalis,E. faecium VRE,P. aeurigonsa,A. baumannii,K. pneumoniae ESBL,E. Coli,E. Coli ATCC 25922,K. pneumoniae BAA-1705,A. baumannii BAA-1605,P.aeruginosa ATCC 27853,S. pyogenes,K. pneumoniae,E. coli MRA11,E. coli MRC17,E. coli MRAE33,VRE,E. aerogenes,Bacillus Subtilis,E.faecalis,S.boydii,K pneumoniae,MicrococcusluteusMTCC2470.,StaphylococcusaureusMTCC96.,StaphylococcusaureusMLS-16MTCC2940.,BacillussubtilisMTCC121.,EscherichiacoliMTCC739.,PseudomonasaeruginosaMTCC2453.,KlebsiellaplanticolaMTCC530.
CCN1C(SCC2=CC(=O)OC3=C(C)C=C(C)C=C23)=NN=C1C1=CC=CS1,低毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=[N+]([O-])C1=CC=C(CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O)C=C1[H],高毒,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C(C=C1[N+]([O-])=O)CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O,高毒,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClC1=CC=C(CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O)C=C1[H],高毒,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C(CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O)C=C1Cl,高毒,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrC1=CC=C(CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O)C=C1[H],高毒,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,128,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C(C=C1[H])CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O,高毒,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,NT,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC(CN2C=C(N=N2)COC(C(C=CC=C3)=C3O4)=CC4=O)=CC=C1[N+]([O-])=O,高毒,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C([H])C([N+]([O-])=O)=C4)=C1,高毒,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C(Cl)C([H])=C4)=C1,高毒,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C([H])C(Cl)=C4)=C1,高毒,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,32,128,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C(Br)C([H])=C4)=C1,高毒,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,64,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC=CC=C4,中毒,200 ± 14.384,370 ± 19.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 ± 1.633,,,,400 ± 21.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC=C([N+]([O-])=O)C=C4,中毒,200 ± 14.720,290 ± 4.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 ± 0.943,,,,300 ± 1.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC=C(OC)C=C4,中毒,600 ± 7.409,400 ± 21.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ± 8.165,,,,450 ± 12.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC(O)=CC=C4,中毒,170 ± 1.633,700 ± 16.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 ± 1.886,,,,600 ± 16.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=C(C=CC=C5)C5=CC=C4,中毒,250 ± 7.364,150 ± 1.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210 ± 1.633,,,,260 ± 8.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC(SC=N5)=C5C=C4,中毒,650 ± 1.633,350 ± 8.380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 ± 26.411,,,,460 ± 16.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CN=C(C=CC=C5)C5=C4,中毒,240 ± 11.776,200 ± 7.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370 ± 3.300,,,,260 ± 7.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(C4=NNC=C4)N=N3,中毒,190 ± 2.944,320 ± 4.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310 ± 8.994,,,,390 ± 9.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(SCCSC2=NN=C(C3=CC=CC=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,中毒,64,64,,,,,,,,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=CC=C1C1=NN=C(SCCSC2=NN=C(C3=CNC4=CC=CC=C43)N2N)O1,中毒,＞128,＞128,,,,,,,,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=CC(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)=C1,中毒,64,32,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)C=C1,中毒,16,16,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(C2=CNC3=CC=CC=C32)=NN=C1SCCSC(O4)=NN=C4C5=C(OC)C=CC=C5,中毒,32,32,,,,,,,,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(SCCSC2=NN=C(O2)C3=CC=CC(OC)=C3)=NN=C1C4=CNC5=CC=CC=C45,中毒,8,8,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC1=CC=CC=C1C1=NN=C(SCCSC2=NN=C(C3=CNC4=CC=CC=C43)N2N)O1,中毒,64,128,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(SCCSC2=NN=C(C3=CC=C(F)C=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,中毒,32,32,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(SCCSC2=NN=C(C3=CC=C(Cl)C=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,中毒,64,64,,,,,,,,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(SCCSC2=NN=C(C3=CC=C(Br)C=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,中毒,＞128,＞128,,,,,,,,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)C(C)=C1,中毒,128,64,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC1=CC=C(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)C=C1,中毒,2,8,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN1C(C2=CNC3=CC=CC=C23)=NN=C1SCCSC4=NN=C(C5=C(C=CC=C6)C6=CC=C5)O4,中毒,64,32,,,,,,,,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,＞128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC=C(Br)C=C2)C3=NC=CN=C3,,50,50,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,25,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC=C(Cl)C=C2)C3=NC=CN=C3,低毒,50,50,,,,,,,,,,,,,,,,,,,,,,＞50,,,,,,,,,,,,,,,＞50,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC=C(C)C=C2)C3=NC=CN=C3,微毒,25,12.5,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,25,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC=C(Cl)C=C2Cl)C3=NC=CN=C3,低毒,50,50,,,,,,,,,,,,,,,,,,,,,,＞50,,,,,,,,,,,,,,,＞50,,,,,,,,,＞50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC=C(OC)C(OC)=C2)C3=NC=CN=C3,微毒,12.5,25,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,25,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC(OC)=C(OC)C=C2OC)C3=NC=CN=C3,微毒,25,6.25,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,3.13,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC(OC)=C(OC)C(OC)=C2)C3=NC=CN=C3,微毒,12.5,6.25,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,6.25,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC=CC=C2OC)C3=NC=CN=C3,微毒,25,12.5,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,25,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC=CC=C2O)C3=NC=CN=C3,微毒,50,12.5,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,25,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC=C(O)C=C2)C3=NC=CN=C3,微毒,1.56,0.39,,,,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,0.78,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC=CC(O)=C2)C3=NC=CN=C3,微毒,＞50,25,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,50,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C2=CC=C(O)C(O)=C2)C3=NC=CN=C3,微毒,25,12.5,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,25,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC1=NN=C(N1/N=C/C=C/C2=CC=CC=C2)C3=NC=CN=C3,,50,12.5,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,25,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=C(CNN1C(=O)CSC1C1=CC=C(Br)C=C1)NN1C(C2=CC=NC=C2)=NNC1S,中毒,25,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,＞50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CNN1C(=O)CSC1C1=CC=C(F)C=C1)NN1C(C2=CC=NC=C2)=NNC1S,中毒,3.125,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,12.5,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CNN1C(=O)CS[C@H]1C1=CC=C(F)C=C1)NN1C(C2=CC=C(Cl)C=C2)=NN[C@@H]1S,中毒,6.25,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,12.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1SC(C2=CC=C(Br)C=C2)C(NCC(=O)NN2C(C3=CC=C(Cl)C=C3)=NN[C@@H]2S)C1=O,中毒,12.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,12.5,＞50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CNN1C(=O)CSC1C1=CC=CC=C1Cl)NN1C(C2=CC=NC=C2)=NNC1S,中毒,12.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,6.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,中毒,3.125,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,3.125,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CNN1C(=O)CSC1C1=C(Cl)C=CC=C1)NN1C(C2=CC=C([N+](=O)[O-])C=C2)=NN[C@@H]1S,中毒,6.25,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,6.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C(C(O)=O)=CN(C2=NC(N3C/C(C(C3)CN)=N\OC)=C(C=C12)F)C4CC4,中毒,12.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S[C@@H]1N(NC(CNN2C(SCC2=O)C3=C(Cl)C=CC=C3)=O)C(C4=CC=C(Cl)C=C4)=NN1,中毒,25,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,12.5,＞50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1COC2=C3C(=CC(F)=C2N2CCN(C)CC2)C(=O)C(C(=O)O)=CN31,中毒,12.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,6.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NC=C([N+](=O)[O-])N1CCSC1=NN=C(C2=CC=NC=C2)N1C,中毒,738,ND,,,,,,,,,,,,,,,,,,,,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NC=C([N+](=O)[O-])N1CCN1N=C(C2=CC=NC=C2)N(C)C1=S,微毒,ND,ND,,,,,,,,,,,,,,,,,,,,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NC=C([N+](=O)[O-])N1CCSC1=NN=C(C2=CC=CN=C2)N1C1=CC=CC=C1,中毒,1569,ND,,,,,,,,,,,,,,,,,,,,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NC=C([N+](=O)[O-])N1CCN1N=C(C2=CC=CN=C2)N(C2=CC=CC=C2)C1=S,中毒,ND,ND,,,,,,,,,,,,,,,,,,,,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC1=CC=C(N2C(SCCN3C([N+](=O)[O-])=CN=C3C)=NN=C2C2=CC=NC=C2)C=C1,中毒,188,376,,,,,,,,,,,,,,,,,,,,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NC=C([N+](=O)[O-])N1CCSC1=NN=C(C2=CN=CC=C2)N1C1=C2C=CC=CC2=CC=C1,低毒,250,ND,,,,,,,,,,,,,,,,,,,,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C([H])C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,,100,50,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(C=O)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,高毒,,50,25,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(C)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,中毒,,50,25,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(OC)C(OC)=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,高毒,,50,25,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(OC)C(OC)=C(OC)C=C1/C=N\N1C(S)=NN=C1CCCCCCCCCCCCCCC,微毒,,12.5,12.5,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(OC)C(O)=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,中毒,,25,50,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C([H])C([H])=C(O)C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,高毒,,50,50,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(O)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,,25,50,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(N(C)C)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,,25,25,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC([H])=C(Cl)C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,中毒,,50,25,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(Cl)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,,50,25,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(Cl)C([H])=C(Cl)C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,,50,50,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C([H])C(Br)=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,,100,50,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C(Br)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,,50,25,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C([H])C([H])=C([N+](=O)[O-])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,,100,25,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C([H])C([N+](=O)[O-])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,中毒,,100,50,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=C([N+](=O)[O-])C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,,100,25,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCCCCCCCCCC1=NN=C(S)N1/N=C/C1=CC=C(OC2=CC=CC=C2)C=C1,微毒,,50,50,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
